AB,AC,AD,BC,BD,CD
0.4995089338859747,0.25121128530685577,0.3338834040094894,0.5024796056724835,0.6650013840524291,1.333167760900384
0.4947844345560279,0.24369884610929693,0.3302394880296524,0.49291958094967653,0.669595043980112,1.3529676272044293
0.4935022339869621,0.2423213388152011,0.33212112195987575,0.4929580110345385,0.6759451564062364,1.3672350388769439
0.49318925270461944,0.24104920119774992,0.33185018345158235,0.49043817318981,0.6692645189478609,1.3745761356012112
0.49688325279753415,0.24591944470300364,0.33829428316621524,0.49003121245217246,0.6757524664920309,1.3773639469404224
0.501264438768769,0.23842022210356095,0.33978754480362694,0.4782090874186862,0.6789627058893453,1.4247479794201514
0.49902891249204306,0.2342540599580568,0.33287827021408173,0.46878086022131854,0.6656767679167199,1.4140007953602438
0.5069134876088833,0.23354841952104238,0.3323656864892543,0.46192805446964985,0.6558498332569347,1.4232014899549488
0.5076946750561461,0.2381152122710103,0.33448152907655826,0.4692696378111945,0.6591779592830267,1.3946083824043791
0.5016466428978472,0.2371806978698843,0.3302707923471846,0.4749416277969809,0.6591993418593608,1.397590654933405
0.49862579911303573,0.23799096542967815,0.33016849444272633,0.47914350840319564,0.6644289980898099,1.3861506081320465
0.49283361023715955,0.23454937050954663,0.3267939862766923,0.4748029525252986,0.660565968687783,1.4003165518134917
0.5027591243020609,0.2402005327893486,0.33560581353013913,0.477026150288755,0.6629487813112559,1.4007885419084412
0.4994134063807308,0.2353674510030645,0.33642781601935223,0.4711788897584905,0.669790561923845,1.436490300082261
0.496600937450195,0.23936560436146345,0.33894729799188666,0.483427674821297,0.6820105716330596,1.414003241352448
0.50429873680283,0.24178343223480653,0.3358930897582787,0.4810726738893224,0.662803265663048,1.386762711923479
0.48956564787533857,0.23997300602122984,0.32694930532431576,0.49099990972422536,0.6701607388164115,1.3586843645679219
0.48184957948256646,0.23248503472495835,0.3173428059150139,0.4825479861267594,0.6577919004503644,1.3682142230154153
0.4655946729600309,0.22709649384033104,0.3121621218663972,0.4879236203701636,0.6703650651031837,1.3802292471588122
0.46313042839206553,0.2233170036513128,0.31067635058434506,0.48092313234693984,0.6707613845910909,1.3938366388301648
0.46401134275664996,0.22786374163426137,0.31238955220353215,0.4908502876664984,0.6760681608395763,1.363902662322815
0.45755415835415547,0.22770385015396263,0.305982410604661,0.5005342891806586,0.6711869881304782,1.3417635752797032
0.4624247937940328,0.2300297654763117,0.30579456301785773,0.49793282229015007,0.664161829561447,1.334286203443814
0.4711811039321804,0.2329955711499347,0.3132484625467561,0.4947676034962007,0.6658510570364751,1.3495815181257396
0.4658524488843611,0.23153867300102846,0.31877181508751384,0.49633307744454497,0.6858860158538094,1.3745720873666492
0.4687035927652473,0.2319803575517524,0.3284678384295738,0.4931021800818931,0.6966828691289434,1.4127034242196592
0.4698678398014813,0.2320148541608978,0.3228301972041464,0.49221795014622016,0.6892817905291703,1.3961235018893285
0.4805930868457457,0.2315125386342304,0.3253375543548717,0.4818798978532769,0.6765419596886297,1.4004312122845803
0.4754803476743064,0.23369585200015613,0.3254226914602337,0.4912231954300389,0.6880768107055357,1.3960714902569178
0.47474372211569627,0.22850364691676098,0.32582726863656036,0.483174054985101,0.690174847251625,1.430554459060376
0.4782143174705642,0.2294103388904188,0.3360153908954831,0.47768169991906484,0.6959406763116386,1.4581081913852478
0.4896428831288851,0.23368255589653014,0.33800139851638455,0.4747081244957321,0.6929317617473959,1.4459950967476671
0.48505211295174633,0.23282175319813384,0.3337715549836506,0.4815421823050736,0.6874019109793928,1.4274921145189101
0.4793388434880778,0.23453667590898783,0.33094479625075657,0.48821630530627996,0.6864195283746006,1.4071210729279713
0.47603381615696777,0.23473730901308562,0.33013610691787004,0.4933768621780142,0.6968135264160386,1.4073646821182426
0.46629306067537085,0.23143319328622308,0.3239262877400801,0.4987952440049793,0.6963671179470745,1.406790083595694
0.46222063715426476,0.2298946299119473,0.31840233514345806,0.4977391985639926,0.6887859738314256,1.379867803779791
0.4663804211947077,0.23053877174614243,0.31663774931822897,0.4935010056568916,0.6752708369799248,1.3643772174387905
0.46925734734039304,0.22903338154366243,0.3108595242125691,0.48813682112477913,0.6604032018838087,1.357428445417769
0.46983567294230766,0.2289869958827232,0.3116007271958549,0.48858711450888315,0.6680284452481289,1.3691188314323945
0.4787114966334303,0.22590025050791837,0.31500184885728694,0.4736940372165554,0.6601873619089621,1.3979219882944744
0.47561360263671787,0.22250173237893744,0.3100545747291452,0.46645608498060964,0.6514752235450333,1.3958452358878346
0.47559976463992193,0.22441866205285146,0.313050079127037,0.4719860807309371,0.6546833112054364,1.3939786090823327
0.47926494486351656,0.22500474232866194,0.3165123779508416,0.47132902704700746,0.6580710711683544,1.3999673727356057
0.4877251955364967,0.2339790731342595,0.32178980235729665,0.48030397488008403,0.6580680601473674,1.3734404714248507
0.4849924958735559,0.23267097574986353,0.3203880165171764,0.4802148222290356,0.6637888690096148,1.3801818667618657
0.4910556071338035,0.2327849962856902,0.31693666147010724,0.4747808912912382,0.6500434974553446,1.3609530520381998
0.48143541800642314,0.23294821939150026,0.31539845986678994,0.48472418445034177,0.6574854009169523,1.3517005656311307
0.47768657308446927,0.2321467660677437,0.3199208974423653,0.4875594062592921,0.6701690350185225,1.3709805657698966
0.4853854728382813,0.23641537843217894,0.3246087732053686,0.48641540940121225,0.6684742107326735,1.3740938995292167
0.49436418463562937,0.23784302739914176,0.32285737095194533,0.4823110670583887,0.650614603832865,1.3475068067992368
0.5014640619098727,0.24894613630173337,0.32888038444542705,0.4956193073808773,0.6538850399566782,1.3166559190800105
0.5076474184801447,0.25284095756244757,0.33109611855871635,0.49351423890756013,0.6498333131458229,1.3090266647520044
0.514728974700373,0.244893083632309,0.32139914923048296,0.4772937354733817,0.6256672360734066,1.3111439229379445
0.517168991419811,0.24272756160168973,0.3184511074429273,0.4694790283840728,0.6171901943328925,1.3076456927053786
0.5134701468517805,0.24394070056499548,0.31265515536414523,0.47608299044397956,0.6073399427890201,1.2759716233885845
0.5125980713711475,0.2436048597310541,0.3105780591780448,0.4731356191586509,0.6063948074473029,1.28257806710408
0.5150587002093723,0.24408047717049805,0.31292920454650996,0.4756519613650981,0.6089441957766161,1.2844123083907468
0.5101694757809497,0.24271510814629818,0.31343490884640013,0.4710010056896532,0.6123176752739992,1.2951768682962017
0.5147144079762074,0.24127780673141208,0.31386911036016046,0.46963565418589537,0.6123210596465215,1.3050996454424588
0.515038566347642,0.24517221681253504,0.31532886764051515,0.4760197592254806,0.616618451391562,1.2955099353706665
0.5072606612566928,0.2408523251497319,0.30944975867904323,0.47484871733807993,0.6090161792624935,1.2833720981312209
0.5043093827911003,0.2413488054670381,0.30827784824777904,0.4767326898328222,0.611710882897495,1.2809526369119568
0.5161548623993326,0.2407941832533927,0.3102570120015257,0.46815665600064804,0.6044108557621383,1.290361218957602
0.5193640225798346,0.23743790725289377,0.3129190932787973,0.45571085743238243,0.5996327897022702,1.3158041794840556
0.5280654829229445,0.23783666733259137,0.3167699125749093,0.450336917387328,0.6000762911174263,1.3312719600806553
0.5302384172431613,0.23482625282496106,0.3097146747038954,0.44572505841377064,0.5871289580991332,1.320840675374491
0.5376160191283775,0.23553731625809265,0.3082986644681659,0.43902597891428496,0.5752470933994924,1.3112643111682156
0.5281501835652574,0.23102130423157646,0.3085070503491817,0.4383686703927653,0.5842929934696356,1.3339979345396389
0.5287797226331624,0.23316840370417877,0.30904259208908696,0.441839390510642,0.5865844805725915,1.3318240078415242
0.5313859288675207,0.2362484280108545,0.3166091185938667,0.4439028723471348,0.5929159123244989,1.3310886511053461
